comment_id,post_id,user_id,root_comment_id,reply_comment_id,content,like_count,dislike_count,publish_time,user_level_title,is_author,is_hide,status
2101636053,2101629901,comment_user_6be081400ee2,,,什么时候拍呀,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101636637,2101629901,comment_user_5bf2bac2a10e,2101636053,2101636053,今天明天都行，因为我衣服要还了,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101629608,2101623364,comment_user_5346682d948c,,,可以看看小红书，不知道法签好不好过，我之前办理英签莫名其妙被拒了，前前后后投诉了几个月然后又给我过了,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101636706,2101623364,comment_user_3b6a23c5e25a,,,为什么不问AI,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101634309,2101621570,comment_user_207332a3678c,,,订不了,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101621174,2101614176,comment_user_887a78a359e5,,,淘宝闪购可以，其他的不行,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101617990,2101613371,comment_user_8994a0581c12,,,qq  1564585479,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101615044,2101612909,comment_user_bb527c646115,,,找个共同的兴趣爱好马上就聊起来了，男生很贪玩的，at least for me,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101623072,2101612909,comment_user_dc86c41c8aa9,,,怎样都不自然的，大学里最自然的是谁也不找谁，然后毕业的时候都认不完同学😂,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101624866,2101612909,comment_user_0bccfba69326,,,首先要看对方多不多女性聊天朋友，还要看聊天时机吧。话不投机半句多，看个人吧，聊聊天而已，想聊什么就聊什么,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101625791,2101612909,comment_user_0bccfba69326,2101624866,2101624866,反正大部分男生不会太在意细节的,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101625186,2101612909,comment_user_7e1a0249be06,,,只要不是有一搭没一搭地没事找事得聊就不会突兀,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101633321,2101612909,comment_user_3247b4f79432,,,如果经历比较多的男生可能会很明显地感觉到（）不过想尽量自然的话就是从同一门课或者作业啥的偏公事的事情开始聊吧。其实对方对你也有感觉的话不自然也没关系，对你没感觉自然也没用，放手去聊吧！,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101634302,2101612909,comment_user_3b73ce5ba119,,,球球你直接找他聊吧，或者从pyq评论互动开始，然后小窗聊pyq的事,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101620997,2101606621,comment_user_e93f042ad7d5,,,松涛三楼,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101629390,2101606621,comment_user_0bccfba69326,2101620997,2101620997,第二个窗口的五花肉没吃腻的时候还可以，石锅饭同理,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101633669,2101606621,comment_user_d9b44fbefc06,,,学五,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101609761,2101604866,comment_user_a59115e346e3,,,没必要，复习几天轻轻松松过,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101611102,2101604866,comment_user_e6c198621cbb,2101609761,2101609761,但如果我是上册突击及格线飘过而下册也是一点没学呢...,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101615516,2101604866,comment_user_00ffa0df4f5f,2101609761,2101609761,也是轻轻松松过，不要有心理负担,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101620102,2101604866,comment_user_7da921e69fb3,,,缓考会更难，非必要不要缓考🥹,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101629886,2101604866,comment_user_6e74dfbfe803,,,这还有一个月，还有好久啊，都上🦆大了相信自己的学习能力,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101611038,2101602365,comment_user_b0171951051c,,,企微工作台统一门户可以看,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101614467,2101602365,comment_user_726fe01e7d96,2101611038,2101611038,他是说26-27学年的吧，还没有发出来，以前都是提前一年就能看,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101609812,2101600478,comment_user_6e838a0eb320,,,靠谱，听说官网好像能查到？,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101614648,2101600478,comment_user_ebfe53e6de20,,,买过电脑 靠谱的,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101609208,2101597153,comment_user_660cbc569b3e,,,联系方式？,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101614040,2101597153,comment_user_c0b2eefcdedc,2101609208,2101609208,有写呀 QQ 609931512,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101614955,2101589825,comment_user_5f5f4fc7ba33,,,我我我,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101637083,2101589825,comment_user_aa54cf9e1479,2101614955,2101614955,加一下微信：yyaanning22,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101592809,2101589433,comment_user_0bccfba69326,,,自由泳吧,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101593148,2101589433,comment_user_0bccfba69326,2101592809,2101592809,万一真的溺水了怎么办😨,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101594127,2101589433,comment_user_1c1243ef7364,2101592809,2101592809,谢谢，我会小心的,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101611024,2101589433,comment_user_cf3b7c833991,,,那我晚上也来，看看能不能救到你,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101617242,2101589433,comment_user_1c1243ef7364,2101611024,2101611024,好有压力,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101603221,2101587925,comment_user_fa1b12b4be44,,,"什么是法律诊所捏
",0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101609162,2101587925,comment_user_d18e45cb9089,2101603221,2101603221,一个实践课程 然后也会有一些法律咨询之类的志愿服务？不过好像这几年已经没有这个项目了🥲,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101589641,2101587306,comment_user_e1f7913be5bf,,,自己写大纲ai写，写完再自己改,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101627187,2101587306,comment_user_36e8a242f4d8,2101589641,2101589641,这样得分一般怎么样呀,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101589813,2101587306,comment_user_0fd78f761bc5,,,全篇生成然后通篇修改,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101590536,2101587306,comment_user_de745193b16a,,,全篇生成，再自己通读一遍修改那些AI味比较重的语句,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101627305,2101587306,comment_user_36e8a242f4d8,2101590536,2101590536,这样得分怎么样呀,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101632489,2101587306,comment_user_de745193b16a,2101590536,2101590536,不错反正,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101592899,2101587306,comment_user_23a8a7ce0654,,,我一般给出十分之一字数左右的大纲，然后让ai写出来，然后让ai反复修改😅,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101600659,2101587306,comment_user_8dd1bae8da2e,,,打大纲，提供方向，找材料，然后自己写,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101601195,2101587306,comment_user_e06ed5d553fa,,,从头到尾都是ai,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101630270,2101587306,comment_user_d8ca1580fb13,,,伯分之伯ai,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101592641,2101586135,comment_user_992fe8c63384,,,有的，跟本科一样，一年是500元。,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101593403,2101584314,comment_user_f26160264110,,,好像六月底才拍毕业照，应该是拍完之后就走？,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101596326,2101584314,comment_user_986b6898fe29,,,毕业典礼后几天吧,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101598215,2101584314,comment_user_94d371470b5a,,,蹲蹲,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101609443,2101584314,comment_user_3639fb05d862,,,管院通知的是630滚蛋,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101588765,2101581383,comment_user_0fd78f761bc5,,,感觉理院的人好命苦，连人都找不到几个,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101595789,2101581383,comment_user_a4f7ef69e730,2101588765,2101588765,对，，再🈚结果我得企微一个一个私信去问了，，（但是感觉这样好打扰啊，，而且群里是不是还有转专业的，，）,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101600046,2101581383,comment_user_0fd78f761bc5,2101588765,2101588765,数学的据我了解好像没有女生转出去诶,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101610733,2101581383,comment_user_a4f7ef69e730,2101588765,2101588765,靴靴呀💞💞我问了学姐大二宿舍的事情，说是同学院就可以同宿舍，所以我之后数学物理大概都会问一圈（）,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101598254,2101580916,comment_user_bd8172991dd7,,,这个都能弄丢啊😦,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101600491,2101580916,comment_user_242a5af47fe9,,,我高中带上来的团员档案那些东西包括团员证，和一些其他的全被弄丢了，然后我还要联系高中那边开证明,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101583143,2101580742,comment_user_7b2eb7567b07,,,那就花!,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101601399,2101580742,comment_user_2fa854fe4b2d,,,是真的,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101593654,2101580743,comment_user_0bccfba69326,,,不用担心，就是有好多😂,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101580234,2101576983,comment_user_f79a58b23810,,,适合可以买来送人当礼物呀～,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101590309,2101576983,comment_user_9b64318cd0ca,,,"大概多少r呀
",0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101590600,2101576983,comment_user_f79a58b23810,2101590309,2101590309,你的价位大概多少嘞,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101590942,2101576983,comment_user_f79a58b23810,2101590309,2101590309,可以+我详聊,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
2101591016,2101576983,comment_user_f79a58b23810,2101590309,2101590309,价格可以商量,0,0,2026-06-03 12:51:57,普通用户,0,0,normal
